"","name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","grade","playlists","length_name","english_name","name_language","name_style","name_scene","name_instruments","name_feeling","name_praise","name_location","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些","length_intro","intro_歌单","intro_音乐","intro_歌曲","intro_喜欢","intro_封面","intro_专辑","intro_歌手","intro_风格","intro_quot","intro_amp","intro_更新","intro_旋律","intro_收录","intro_节奏","intro_好听","intro_电音","欧美","流行","华语","电子","ACG","日语","古风","轻音乐","经典","器乐","治愈","兴奋","游戏","独立","另类","影视原声","民族","怀旧","粤语","摇滚","number_songs","number_hot_singers","talent","verification","musician","无","达人","认证","音乐人","log_play_count","cluster"
"21","【车载音乐】公路旅程","时间某处",1395532800,"<b>介绍：</b>Smooth Jazz 音乐集<br>",8182,163,5,4,"[""爵士"",""驾车"",""旅行""]",18754,9,168,10,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",29,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",32,0,"是","否","否","否","是","否","否",9.00969189848934,3
"22","【车载音乐】瞬间看地球","时间某处",1395532800,"<b>介绍：</b>New Age 音乐集<br>",2638,65,4,4,"[""New Age"",""驾车""]",18754,9,168,11,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",25,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",21,1,"是","否","否","否","是","否","否",7.87777633327726,3
"23","【催泪向】哭腔泪奔 写作业时睡觉前慎听","画荒",1429920000,"<b>介绍：</b>希望喜欢~<br>",16786,457,3,25,"[""日语"",""ACG"",""伤感""]",10,9,13,19,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",19,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",59,1,"否","否","否","是","否","否","否",9.72830048464277,3
"24","【东方project】冷门良曲","古明地-恋",1459641600,"<b>介绍：</b>等收集到100首再分享<br>",700,43,2,1,"[""日语"",""ACG""]",1228,9,94,15,"是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",25,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",119,0,"否","否","否","是","否","否","否",6.5510803350434,3
"25","【二十四节气的人间四月天】华语辑","随风入梦",1457568000,"<b>介绍：</b>二十四节气的说明<br>立春：每年的2月4日或5日，谓春季开始之节气。<br>雨水：每年的2月19日或20日，此时冬去春来，气温开始回升，空气湿度不断增大。<br>惊蛰：每年的3月5日或6日，指的是冬天蛰伏土中的冬眠生物开始活动。惊蛰前后乍寒乍暖，气温和风的变化都较大。<br>春分：每年的3月20日或21日，阳光直照赤道，昼夜几乎等长。越冬作物将进入春季生长阶段。<br>清明：每年的4月4日或5日，气温回升，天气逐渐转暖。<br>谷雨：每年的4月20日或21日，雨水增多，利于谷类生长。<br>立夏：每年的5月5日或6日，万物生长，欣欣向荣。<br>小满：每年的5月21日或22日，麦类等夏熟作物此时颗粒开始饱满，但未成熟。<br>芒种：每年的6月5日或6日，此时太阳移至黄经75度。麦类等有芒作物已经成熟，可以收藏种子。<br>夏至：每年的6月21日或22日，日光直射北回归线，出现“日北至，日长至，日影短至”，故曰“夏至”。<br>小暑：每年的7月7日或8日，入暑，标志着大部分地区进入炎热季节。<br>大暑：每年的7月22日或23日，正值中伏前后。这一时期是一年中最炎热的时期，雨水偏多。<br>立秋：每年的8月7日或8日，草木开始结果，到了收获季节。<br>处暑：每年的8月23日或24日，“处”为结束的意思，至暑气即将结束，天气将变得凉爽了。正值秋收之际。<br>白露：每年的9月7日或8日，由于太阳直射点明显南移，各地气温下降很快，天气凉爽，晚上贴近地面的水气在草木上结成白色露珠，由此得名“白露”。<br>秋分：每年的9月23日或24日，日光直射点又回到赤道，形成昼夜等长。<br>寒露：每年的10月8日或9日。此时太阳直射点开始向南移动，北半球气温继续下降，天气更冷，露水有森森寒意，故名为“寒露风”。<br>霜降：每年的10月23日或24日，黄河流域初霜期在下旬，与“霜降”节令相吻合，霜对生长中的农作物危害很大。<br>立冬：每年的11月7日或8日，冬季开始<br>小雪：每年的11月22日或23日，北方冷空气势力增强，气温迅速下降，降水出现雪花，但此时为初雪阶段，雪量小，次数不多。<br>大雪：每年的12月7日或8日。此时太阳直射点快接近南回归线，北半球昼短夜长。<br>冬至：每年的12月22日或23日，此时太阳几乎直射南回归线，北半球则形成了日南至、日短至、日短至、日影长至，成为一年中白昼最短的一天。小寒：每年的1月5日或6日，此时气候开始寒冷。 <br>大寒：一年中最冷的时候。<br>2016年03月10日<br>",8520,410,103,66,"[""华语"",""民谣"",""民族""]",20020,10,991,16,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",1086,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",24,1,"是","否","否","否","是","否","否",9.05017161982336,3
"26","【法国咖啡馆5】吉普赛爵士-百听不厌","双鱼脆脆",1435104000,"<b>介绍：</b>Gypsy Jazz吉普赛爵士：在1930-50年代在法国巴黎成型，由当时法国流行的缪塞特乐团的吉普赛裔吉他手将这种音乐与美国流行的Swing音乐融合，现在已经发展为世界各地受欢迎的一种爵士乐。<br><br>Gypsy Jazz特征：木吉他与小提琴是主要乐器；韵律吉他取代爵士鼓定节拍的角色。<br>",16832,964,15,12,"[""爵士"",""器乐""]",7401,9,146,18,"否","否","否","否","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",161,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",14,0,"是","否","否","否","是","否","否",9.73103711553744,3
"27","【高燃向】电子竞技精彩时刻常用BGM","茶狸狸",1478995200,"<b>介绍：</b>还有这种操作?<br>这波操作6不6<br>这波我很强<br>电子竞技就是要秀<br>这个瞬间我能吹一年<br>我也能打出这个精彩瞬间<br>",4984,115,1,1,"[""电子"",""游戏"",""兴奋""]",5052,8,34,18,"是","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",81,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否",22,2,"是","否","否","否","是","否","否",8.51398806046729,3
"28","【国色天香】魔性戏曲翻唱?￣?^￣??","布尔什维克近卫军",1480982400,"<b>介绍：</b>《国色天香》是由天津卫视原创的一档全部由明星参与竞赛的季播真人秀节目，该节目以普通人也能唱戏曲曲艺为创作理念。<br><br>曲艺形式包括：<br>京剧，豫剧，越剧，评剧，黄梅戏，二人转<br><br>不多说了，自行体会～<br>",8764,202,2,4,"[""华语"",""民族"",""另类/独立""]",20647,9,73,19,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",125,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","是","是","否","是","否","否","否",32,0,"是","否","否","否","是","否","否",9.07840770071536,3
"29","【环游世界 ~ 弛放音乐】New Age","幻Olina",1462406400,"<b>介绍：</b>我喜欢你，像雨洒落在热带与极地，不远万里。我喜欢你，像风走了八千里，不问归期。我喜欢你，像盛开在藏地的格桑花，生生不息。我喜欢你，想和你在最浪漫的节日里，一起到这些地方默默私语。<br>我喜欢你，像星辰奔波亿万年黑夜，不诉怨语。<br><br>我想和你一起去新西兰水中的避暑花园亲密。像雪绵延不绝洒满大地，凉的是我，美得是你。想和你在法国科尔马乘坐袖珍船嬉戏。<br><br>我喜欢你，像老故事里的泛黄桥段，半聋半哑，失了声息。想和你一起去菲律宾蚕茧形吊床中小憩。像夏日仅有的凉意，藏在微风里。想和你一起浸泡在无限大的泳池里。<br><br>我喜欢你，像星辰闪耀静谧穹顶，不惧孤寂。想和你一起去瑞士驾驶水陆两栖。像旧城里的老折子戏，温言软语。<br><br>我喜欢你，想和你一起踏上希腊麦克诺斯岛的袖珍岛屿。像消弭在日子里的梦境，只剩叹息。想和你一起在海边荡秋千欢笑不语。<br><br>我喜欢你，像鸟归林鲸向海，自然随意想和你一起感受德国图书馆高大的玻璃。<br><br>我喜欢你，想和你一起在瑞典哥特堡泡顶楼盆浴。像野马氤氲寻着那山峦的踪迹，缠绵几许。想和你一起在马尔代夫海上小屋体验大海玻璃。<br><br>我喜欢你，想和你一起在弗罗里达索拉索塔利多沙滩里。想和你一起在尼加拉瓜格兰纳达波尼树屋下看小溪。<br><br>我喜欢你，想和你一起在希腊圣托里尼岛洞穴泳池中嬉戏。想和你一起在哥伦比亚圣玛尔塔吊床中迷离。<br><br>我喜欢你，想和你一起去马尔代夫海面漂浮的小屋里。像酒杯里绯红的液体，醉入一片迷离。<br><br>我喜欢你，想和你一起在加拿大千岛群岛小门廊前私语。想和你一起在华盛顿西雅图乘坐盆浴。<br><br>我喜欢你，像蒲公英飘落各地，不远万里。想和你一起坐在在墨西哥Puerto Vallarto沙滩雕塑中装逼。<br><br>我喜欢你，想和你一起在波拉岛的海中餐厅享受美食的待遇。<br><br>我喜欢你，想和你一起在巴厘岛河上度假欢喜，想和你一起漂浮在泳池看电影。<br>想和你一起在阿拉斯加冰川湾划艇向前驶去。<br><br>我喜欢你，想和你一起在土耳其Pamukke天然岩石泳池里。像黄沙失去了风的簇拥，跌落入泥。<br><br>想和你一起在泰国苏尼瓦奇瑞吊舱用餐新奇。想和你一起在希腊凯法利尼亚划船驶过洞穴去。<br><br>我喜欢你，像冬日暖阳，照耀着你。想和你一起坐在波西米亚后花园中翻来覆去。像翻腾的鱼儿，对水不离不弃。<br><br>我喜欢你，想和你一起过七夕，哪怕只是坐在大树的怀抱里。<br><br>旅游资源来自网络<br>",3711,94,35,5,"[""New Age"",""世界音乐"",""浪漫""]",3271,8,734,20,"是","否","否","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",1096,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",66,0,"是","否","否","否","是","否","否",8.2190566610606,3
"30","【绝版·LIve·谭咏麟】华语乐坛 经典回忆","花如雪泪已尽恍如昨梦",1411516800,"<b>介绍：</b>如无意的想结识我，在我身边，倚靠在我身旁。谁在路上燃亮着我心火，停无限温暖在我的心窝结果，闭上眼似是昨日，你的心紧靠着我。爱意也会象雾幻，转眼间会失去，你会说你爱我，永远永远爱我。我堕入情网你却在网外看，始终不释放这陷阱偏我遇上......Cheers mate, Ilove u<br>",13056,488,4,6,"[""华语"",""粤语"",""流行""]",58,7,117,22,"是","是","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",154,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否",301,1,"否","否","否","是","否","否","否",9.47700307720389,3
"31","【拉丁爵士·吉他&amp;钢琴】西班牙狂想之夜","双鱼脆脆",1436227200,"<b>介绍：</b>Michel Camilo米歇尔·卡米洛，来自拉丁美洲多米尼加，爵士界成果累累的钢琴演奏家；Tomatito，出生于西班牙、继承了佛拉明戈音乐衣钵的吉他手。这二人的组合带来2种乐器的融合,2种乐派的碰撞，时而激昂，时而沉静～<br>",5782,144,1,3,"[""爵士"",""吉他"",""钢琴""]",7401,9,146,23,"是","否","否","否","是","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","是","否","否",126,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",19,0,"是","否","否","否","是","否","否",8.66250492257629,3
"32","【浪漫情调 ~ 弛放音乐】 New Age","幻Olina",1462406400,"<b>介绍：</b>很想有一种生活，过得有情调、有味道，也不全然是崇尚小资，最向往的，是一种古典的、优雅的、别致的韵味。<br><br>情调，应该是一种极致的韵调。虽然，不可能事事都做到极致，但应该有追求极致的心。<br><br>光阴渐瘦，人渐老，心渐静，就想着，这样静静的，在心里开出一朵叫情调的花来，不求多么妖娆，只为着，活出自己的一种风情。<br><br>记得水色流苏的一句话：”一朵花，能开就尽量开，最好溺死在自己的香气里，否则，也是半途而废。”说的，真是入骨，但半途而废的事，也还是常做的，所以，也终究，没有沉溺在一种香气里。所以，也始终，难以做到极致。但仍然，愿意沉迷在一种情调里，不能自拔。<br><br>一种格调，一种氛围，只有人间烟火才有。凭着感觉，凭着喜欢，用心用情，就可经营出一种情调来。隐隐透着几分暗香，释放涌动暗流的激情……<br><br>(精选经典曲目)<br>",2636,64,29,13,"[""电子"",""New Age"",""钢琴""]",3271,8,734,21,"是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",395,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",63,0,"是","否","否","否","是","否","否",7.8770178956224,3
"33","【冷爵士·小号】迷失在夜的寂寞/查特·贝克","双鱼脆脆",1434240000,"<b>介绍：</b>村上春树说：“查特·贝克的演奏有一种令人胸颤的痛楚。”<br><br>查特·贝克：天才演奏家和出色的冷爵士小号演奏家，虽未写过一首乐曲，但创意却完全流露在他对乐器的驾御和对音乐的演绎中。<br>",4740,125,3,7,"[""爵士"",""器乐"",""夜晚""]",7401,9,146,21,"否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",107,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",30,0,"是","否","否","否","是","否","否",8.46379241468912,3
"34","【恋爱的女人 ~ 温柔甜美】精选辑","随风入梦",1413158400,"<b>介绍：</b>情不知所起，一往而深。喜欢一个人，就会犯傻，心速加快了，脸也羞红了 ；走路的姿态妖娆了，说话的声音妩媚了；满心的柔情，满脸的幸福，眼里莹满喜悦的泪花；想着想着就笑了~ ~，原来这世上真有一见钟情，隔着人海茫茫，他不动神色的凛然在那，她喜欢的恰是这不动神色。隐藏的蔷薇怒放了~ ~<br>",19209,198,88,34,"[""清新"",""浪漫"",""感动""]",20020,10,991,17,"否","否","否","否","否","是","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",153,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",16,0,"是","否","否","否","是","否","否",9.86313419818691,3
"35","【漫步云端 ~ 人生步履的美丽】纯音乐","随风入梦",1396915200,"<b>介绍：</b>飞机划破美丽的晴空，坐在飞机内，没有了象第一次细细欣赏着窗外风景的惊喜。也许已经无数次穿梭在云端领略了腾云驾雾俯瞰地面居高临下的感觉。旅途中习惯紧闭双眼无限遐想。用心感受，用心领悟踏着洁白的云朵随风自由地跳跃于云海之中与阳光&amp;星月共舞的感觉。漫步云端，人生步履的美丽！<br><br>——2014年04月08日创建<br>",4786,137,53,40,"[""轻音乐"",""清新"",""浪漫""]",20020,10,991,19,"否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",175,"否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",17,1,"是","否","否","否","是","否","否",8.47345026846832,3
"36","【速度与激情】电影〖1～8〗","iskander1D",1493942400,"<b>介绍：</b>《速递与激情》电影<br>",2081,55,11,0,"[""欧美"",""流行"",""KTV""]",8810,8,74,14,"否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",23,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",176,5,"否","否","否","是","否","否","否",7.64060382639363,3
"37","【吻！吻！吻！爱的炽热与迷离】","随风入梦",1398211200,"<b>介绍：</b>爱情若璀璨的水晶，炫目而美丽，却易碎。让人手捧的人，心跳加速而小心翼翼，一旦破碎，捧得越紧的人，最后被伤到的越重。永恒的爱是能经历岁月和生活的敲打，是一颗钻石。<br><br>作为一种爱情或者性欲的表达，亲吻表现为两人嘴唇与嘴唇的接触，通常会更加强烈，并且持续更长的时间。热情的情侣或配偶可能会吮吸彼此的嘴唇，或者将舌头放到对方的嘴里（法式舌吻）。当男人亲吻着心爱的女人，那一瞬间是浪漫的、唯美的。<br><br>数学家说，接吻是两条直线间最短的距离；生物学家说，接吻是雌雄异体的细菌交换；物理学家说，接吻是两块口轮匝肌在收缩状态时并置在一起；诗人说，接吻是夏季开满鲜花的草场；莎士比亚说，接吻是爱的封印。接吻貌似很简单，但它却蕴藏着强大的力量。接吻不仅能够增加面部活动，延缓衰老，起到美容养颜功效，还可以促进血液循环，提高肌体免疫力。 <br><br>经典之吻是唯美的、浪漫的，使人难忘。她们就像一副一副优美的画卷，充满着故事与灵魂。<br>",4664,101,62,54,"[""流行"",""民谣"",""爵士""]",20020,10,991,15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",432,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",24,2,"是","否","否","否","是","否","否",8.44762872803033,3
"38","【无言 ~ 致音乐】经典New Age 弛放","幻Olina",1464220800,"<b>介绍：</b>无言！当音乐的美达到极致，你所能做到的就是静静的用灵魂去倾听！<br><br>作曲家创作乐曲，也象文学家写诗歌、小说一样，有一套表情达意的体系，那就是音乐语言。<br>音乐语言包括很多要素：旋律、节奏、节拍、速度、力度、音区、音色、和声、复调、调式、调性等。一首音乐作品的思想内容和艺术美，要通过多种要素才能表现出来。<br>",2409,55,16,6,"[""New Age"",""世界音乐"",""经典""]",3271,8,734,22,"是","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",173,"否","是","否","否","否","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",48,1,"是","否","否","否","是","否","否",7.78696700261487,3
"39","【心中有你，因你而行】集锦辑","随风入梦",1427414400,"<b>介绍：</b>人生旅途，漫漫行程；心中有你，因你而行！ 因为爱，心中承载，征途漫谩，无怨无悔！<br>现在人们喜欢说“男神”，其实，仅仅长得好看的，不能算作男神。“神”应该是一种精神上的信仰。能让女人发自内心仰慕的，才是真正的男神，这种灵魂上的皈依，才能带来高层次的挚爱，也最能打造牢不可破的关系。<br>只有单纯无知的小姑娘，才会贪恋男人的颜和钱。成熟女人渴望的，一定是这种精神上的男神。这样的男人，是女人的外挂和定海神针，是最值得相守一生的伴侣。<br>——2015\03\27创建<br>",2897,76,79,58,"[""流行"",""摇滚"",""浪漫""]",20020,10,991,14,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",250,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是",24,0,"是","否","否","否","是","否","否",7.97143099776935,3
"40","【异域元素 ~ 清幽深远】 New Age","幻Olina",1424390400,"<b>介绍：</b>好份清幽，陷落在日月山河中，静水留声，大美难言。让我们感受到脱尘出世的淡雅与安然；清幽深远，意境芬芳 ~ ~<br>",935,27,17,6,"[""民族"",""世界音乐"",""New Age""]",3271,8,734,21,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",68,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",18,1,"是","否","否","否","是","否","否",6.84054652928869,3
"41","【音画MV时尚 ~ 浪漫篇】No:02","随风入梦",1404172800,"<b>介绍：</b>精选唯美性感画面，激情四溢的经典MV，分享欣赏！！<br>",3803,132,28,15,"[""欧美"",""另类/独立"",""浪漫""]",20020,10,991,19,"是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",39,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",71,13,"是","否","否","否","是","否","否",8.24354550792826,3
"42","【滋 味～ 异域风情的别样魅力】 New Age","幻Olina",1427846400,"<b>介绍：</b>异域的滋味，感觉就是另类的、边界的、来自远方的、不食烟火的、空灵缥缈的声音……你就是在朦朦胧胧中迷上了,摸不到,看不着,不知不觉就被这特别的旋律吸引住了，上瘾的喜欢，迷恋其中……<br>",2178,44,29,11,"[""另类/独立"",""浪漫"",""民族""]",3271,8,734,24,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",103,"否","否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","是","否","否","否",25,0,"是","否","否","否","是","否","否",7.68616230349291,3
"43","【作业向】一个人的时候听的动漫歌、心安静","某科学的bilibili",1431993600,"<b>介绍：</b>作业向，好听的动漫歌，大部分的歌调偏安静低，不会听到很high而没办法静心去做作业，相反，这些歌很适合做作业的时候听！！！精心挑选的好歌，适合全天候听，刚刚起床，或刚刚吃过饭的中午，或无聊的下午，或迷惘的晚上，或一个人安静的夜里~治愈向 ///大家有什么好歌推荐的评论下谢谢~！<br>",12257,364,2,23,"[""日语"",""学习"",""ACG""]",40,7,22,20,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",153,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",71,3,"否","否","否","是","否","否","否",9.41385248134116,3
"44","【FNAF】玩具熊的五夜后宫","Iupid",1471996800,"<b>介绍：</b>Five nights at Freddy's<br>",8591,165,1,1,"[""欧美"",""游戏"",""ACG""]",10,8,9,14,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",37,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否",34,0,"否","否","否","是","否","否","否",9.05847042263806,3
"45","【JOJO第四部】 角色名、替身名来源曲目","离群漫行",1449619200,"<b>介绍：</b>评论区有解说哦！！！一定要看哦！！！<br>爱到深处做歌单，JOJO，我不做人啦！！<br>",5462,180,7,40,"[""欧美"",""ACG""]",61,7,15,21,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",56,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",24,0,"否","否","否","是","否","否","否",8.60557030203365,3
"46","【New Age ~ 心悦明媚】","幻Olina",1430870400,"<b>介绍：</b>闲暇时光，总寻一处幽静的地方，一人静静凝视远方，不是什么雅致，而是倾心那种空灵和静谧 ~ ~ 伴着轻柔明媚的新世纪音乐，音韵悠悠，茶香袅袅，任神思飘渺 ~ ~<br>凝眸里，总会有一些情愫水一样滑过心际，于灵魂深处开出恬淡的花来，与灵魂对望的时光，那些人情的冷暖，那些世事的沧桑，都会一一在沉思中渐次清晰，又渐行渐远成逝水沉香 ~ ~<br><br>",1363,40,33,13,"[""New Age"",""感动"",""经典""]",3271,8,734,16,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",185,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",21,0,"是","否","否","否","是","否","否",7.21744343169653,3
"47","【New Age ~ 烟花轻驰】","幻Olina",1438560000,"<b>介绍：</b>恰如一场烟花烧，恰如一场最热烈的爱情，最灿烂的，不知不觉，悄然过去。—— 雪小禅<br>烟花，空灵而寂静、浪漫而飘渺；或许是她瞬间燃烧、瞬间寂灭的魅力，分外的吸引。恰如一场爱情，最热烈、最灿烂，不知不觉却悄然而过-----<br>独自在窗前眺望满城的烟花，心底异常的安静。也许，被烟花烧过的人，已外艳内凉了，心也不再挣扎。因为绽放过、欢喜过、不负过，心才清宁安然， 悠然驰骋----<br>",1166,31,19,7,"[""世界音乐"",""New Age"",""浪漫""]",3271,8,734,16,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",205,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",20,0,"是","否","否","否","是","否","否",7.06133436691044,3
"48","〖耳机福利〗检测耳机的时候到了","果茶_tea",1443052800,"<b>介绍：</b>发福利啦～～<br>现在检测耳机的时候到了！抓紧机会！！<br>越听越好听！！！坚持到最后一定是真爱w<br>┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄<br>这张歌单在很久之前就创建了w不过一直没有好好排列和选封面(??????)?? 个人还是很喜欢这张歌单的，其中有同首歌但不一样的版本，开头和结尾相互应w，趁这次大修我来好好重新整理一下w希望大家喜欢这张歌单(?&gt;ω&lt;*?)?<br>",6844,79,7,9,"[""流行"",""电子"",""兴奋""]",808,9,53,15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",209,"是","否","否","是","是","否","否","否","否","否","否","否","否","否","是","否","否","是","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否",35,3,"否","否","否","是","否","否","否",8.83112763501208,3
"49","?心底去??循环欧美?","Umid_节奏疯",1478131200,"[无简介]",17873,158,3,0,"[""欧美"",""怀旧"",""治愈""]",17333,9,35,11,"否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否",59,2,"是","否","否","否","是","否","否",9.79104647319038,3
"50","°百听不厌?","-Macdaddy",1491264000,"<b>介绍：</b>百听不厌: 不厌 : 1.不嫌;不加以排斥。 2.不合。 3.不满足;不饱。厌，通&quot;餍&quot;。 4.不服。<br>",4396,51,2,0,"[""欧美"",""New Age""]",2943,8,14,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",75,"否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",88,2,"否","否","否","是","否","否","否",8.38845031552351,3
"51","?乌兹别克斯坦歌曲?","iskander1D",1491436800,"[无简介]",5395,68,2,1,"[""流行"",""欧美"",""浪漫""]",8810,8,74,10,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",190,1,"否","否","否","是","否","否","否",8.59322787769223,3
